id,review,sentiment
422,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
423,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
424,Epson lebih ramah lingkungan dibanding printer lain.,Positif
425,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
426,Printer Epson punya banyak pilihan tinta yang murah.,Positif
427,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
428,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
429,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
430,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
431,Saya kecewa dengan layanan garansi dari Epson.,Negatif
432,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
433,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
434,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
435,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
436,HP punya desain yang lebih kompak dibanding Epson.,Negatif
437,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
438,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
439,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
440,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
441,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
442,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
443,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
444,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
445,Printer Epson ini sangat bagus dan awet.,Positif
446,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
447,Epson lebih mudah dirawat dibanding kompetitor.,Positif
448,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
449,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
450,Canon dan Epson memiliki kelebihan masing-masing.,Netral
451,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
452,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
453,Brother lebih hemat listrik dibanding Epson.,Negatif
454,"HP lebih murah, tapi Epson lebih awet.",Positif
455,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
456,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
457,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
458,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
459,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
460,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
461,Printer Epson ini sangat bagus dan awet.,Positif
462,Printer Epson ini sangat bagus dan awet.,Positif
463,Printer Epson ini sangat bagus dan awet.,Positif
464,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
465,Saya kecewa dengan layanan garansi dari Epson.,Negatif
466,Printer ini punya masalah dengan kecepatan cetak.,Negatif
467,Printer Epson lebih hemat tinta dibanding HP.,Positif
468,Printer Epson ini sangat bagus dan awet.,Positif
469,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
470,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
471,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
472,Canon dan Epson memiliki kelebihan masing-masing.,Netral
473,HP punya desain yang lebih kompak dibanding Epson.,Negatif
474,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
475,Epson lebih mudah dirawat dibanding kompetitor.,Positif
476,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
477,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
478,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
479,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
480,Printer ini punya masalah dengan kecepatan cetak.,Negatif
481,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
482,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
483,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
484,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
485,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
486,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
487,HP punya desain yang lebih kompak dibanding Epson.,Negatif
488,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
489,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
490,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
491,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
492,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
493,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
494,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
495,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
496,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
497,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
498,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
499,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
500,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
501,HP punya desain yang lebih kompak dibanding Epson.,Negatif
502,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
503,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
504,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
505,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
506,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
507,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
508,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
509,Printer Epson lebih hemat tinta dibanding HP.,Positif
510,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
511,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
512,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
513,"Printer ini sering macet, saya kecewa.",Negatif
514,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
515,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
516,Canon dan Epson memiliki kelebihan masing-masing.,Netral
517,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
518,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
519,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
520,"Printer ini sering macet, saya kecewa.",Negatif
521,Printer Epson punya banyak pilihan tinta yang murah.,Positif
522,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
523,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
524,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
525,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
526,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
527,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
528,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
529,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
530,Printer Epson ini sangat bagus dan awet.,Positif
531,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
532,Printer Epson punya banyak pilihan tinta yang murah.,Positif
533,Printer Epson ini sangat bagus dan awet.,Positif
534,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
535,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
536,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
537,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
538,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
539,Saya kecewa dengan layanan garansi dari Epson.,Negatif
540,Epson terlalu mahal dibanding kompetitor.,Negatif
541,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
542,"HP lebih murah, tapi Epson lebih awet.",Positif
543,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
544,Canon dan Epson memiliki kelebihan masing-masing.,Netral
545,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
546,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
547,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
548,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
549,Canon dan Epson memiliki kelebihan masing-masing.,Netral
550,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
551,Saya kecewa dengan layanan garansi dari Epson.,Negatif
552,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
553,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
554,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
555,Canon dan Epson memiliki kelebihan masing-masing.,Netral
556,Printer Epson ini sangat bagus dan awet.,Positif
557,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
558,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
559,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
560,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
561,Brother lebih hemat listrik dibanding Epson.,Negatif
562,Canon dan Epson memiliki kelebihan masing-masing.,Netral
563,"Printer ini sering macet, saya kecewa.",Negatif
564,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
565,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
566,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
567,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
568,Canon dan Epson memiliki kelebihan masing-masing.,Netral
569,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
570,Epson lebih ramah lingkungan dibanding printer lain.,Positif
571,Epson terlalu mahal dibanding kompetitor.,Negatif
572,Printer ini punya masalah dengan kecepatan cetak.,Negatif
573,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
574,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
575,Printer ini punya masalah dengan kecepatan cetak.,Negatif
576,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
577,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
578,Saya kecewa dengan layanan garansi dari Epson.,Negatif
579,"HP lebih murah, tapi Epson lebih awet.",Positif
580,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
581,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
582,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
583,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
584,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
585,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
586,Printer Epson punya banyak pilihan tinta yang murah.,Positif
587,Brother lebih hemat listrik dibanding Epson.,Negatif
588,Epson lebih mudah dirawat dibanding kompetitor.,Positif
589,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
590,Printer Epson lebih hemat tinta dibanding HP.,Positif
591,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
592,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
593,Printer Epson ini sangat bagus dan awet.,Positif
594,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
595,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
596,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
597,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
598,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
599,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
600,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
601,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
602,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
603,"HP lebih murah, tapi Epson lebih awet.",Positif
604,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
605,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
606,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
607,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
608,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
609,Canon lebih awet dibanding Epson.,Negatif
610,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
611,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
612,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
613,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
614,"Printer ini sering macet, saya kecewa.",Negatif
615,Epson lebih ramah lingkungan dibanding printer lain.,Positif
616,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
617,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
618,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
619,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
620,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
621,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
622,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
623,Canon dan Epson memiliki kelebihan masing-masing.,Netral
624,Printer Epson punya banyak pilihan tinta yang murah.,Positif
625,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
626,Printer Epson punya banyak pilihan tinta yang murah.,Positif
627,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
628,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
629,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
630,Brother lebih hemat listrik dibanding Epson.,Negatif
631,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
632,HP punya desain yang lebih kompak dibanding Epson.,Negatif
633,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
634,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
635,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
636,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
637,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
638,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
639,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
640,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
641,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
642,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
643,Printer Epson punya banyak pilihan tinta yang murah.,Positif
644,"Printer ini sering macet, saya kecewa.",Negatif
645,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
646,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
647,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
648,HP punya desain yang lebih kompak dibanding Epson.,Negatif
649,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
650,Printer Epson lebih hemat tinta dibanding HP.,Positif
651,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
652,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
653,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
654,Printer Epson ini sangat bagus dan awet.,Positif
655,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
656,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
657,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
658,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
659,"HP lebih murah, tapi Epson lebih awet.",Positif
660,HP punya desain yang lebih kompak dibanding Epson.,Negatif
661,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
662,Printer ini punya masalah dengan kecepatan cetak.,Negatif
663,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
664,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
665,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
666,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
667,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
668,Printer Epson punya banyak pilihan tinta yang murah.,Positif
669,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
670,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
671,Epson lebih ramah lingkungan dibanding printer lain.,Positif
672,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
673,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
674,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
675,Printer ini punya masalah dengan kecepatan cetak.,Negatif
676,Printer ini punya masalah dengan kecepatan cetak.,Negatif
677,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
678,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
679,Canon dan Epson memiliki kelebihan masing-masing.,Netral
680,Printer Epson ini sangat bagus dan awet.,Positif
681,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
682,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
683,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
684,"HP lebih murah, tapi Epson lebih awet.",Positif
685,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
686,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
687,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
688,Epson terlalu mahal dibanding kompetitor.,Negatif
689,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
690,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
691,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
692,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
693,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
694,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
695,HP punya desain yang lebih kompak dibanding Epson.,Negatif
696,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
697,"Printer ini sering macet, saya kecewa.",Negatif
698,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
699,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
700,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
701,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
702,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
703,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
704,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
705,Printer Epson lebih hemat tinta dibanding HP.,Positif
706,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
707,Epson lebih ramah lingkungan dibanding printer lain.,Positif
708,Canon lebih awet dibanding Epson.,Negatif
709,Printer ini punya masalah dengan kecepatan cetak.,Negatif
710,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
711,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
712,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
713,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
714,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
715,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
716,Epson terlalu mahal dibanding kompetitor.,Negatif
717,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
718,Brother lebih hemat listrik dibanding Epson.,Negatif
719,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
720,Brother lebih hemat listrik dibanding Epson.,Negatif
721,Canon dan Epson memiliki kelebihan masing-masing.,Netral
722,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
723,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
724,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
725,Canon lebih awet dibanding Epson.,Negatif
726,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
727,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
728,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
729,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
730,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
731,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
732,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
733,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
734,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
735,"Printer ini sering macet, saya kecewa.",Negatif
736,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
737,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
738,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
739,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
740,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
741,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
742,Printer Epson punya banyak pilihan tinta yang murah.,Positif
743,Saya kecewa dengan layanan garansi dari Epson.,Negatif
744,Saya kecewa dengan layanan garansi dari Epson.,Negatif
745,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
746,"Printer ini sering macet, saya kecewa.",Negatif
747,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
748,Printer Epson punya banyak pilihan tinta yang murah.,Positif
749,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
750,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
751,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
752,Canon dan Epson memiliki kelebihan masing-masing.,Netral
753,Printer Epson ini sangat bagus dan awet.,Positif
754,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
755,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
756,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
757,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
758,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
759,Saya kecewa dengan layanan garansi dari Epson.,Negatif
760,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
761,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
762,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
763,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
764,Printer Epson punya banyak pilihan tinta yang murah.,Positif
765,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
766,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
767,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
768,Epson lebih mudah dirawat dibanding kompetitor.,Positif
769,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
770,Printer Epson punya banyak pilihan tinta yang murah.,Positif
771,Epson lebih mudah dirawat dibanding kompetitor.,Positif
772,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
773,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
774,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
775,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
776,Printer Epson ini sangat bagus dan awet.,Positif
777,Canon lebih awet dibanding Epson.,Negatif
778,Printer Epson ini sangat bagus dan awet.,Positif
779,"Printer ini sering macet, saya kecewa.",Negatif
780,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
781,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
782,Epson lebih mudah dirawat dibanding kompetitor.,Positif
783,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
784,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
785,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
786,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
787,Canon lebih awet dibanding Epson.,Negatif
788,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
789,Printer Epson lebih hemat tinta dibanding HP.,Positif
790,Epson lebih ramah lingkungan dibanding printer lain.,Positif
791,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
792,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
793,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
794,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
795,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
796,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
797,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
798,Printer Epson ini sangat bagus dan awet.,Positif
799,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
800,Epson lebih mudah dirawat dibanding kompetitor.,Positif
801,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
802,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
803,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
804,Brother lebih hemat listrik dibanding Epson.,Negatif
805,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
806,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
807,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
808,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
809,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
810,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
811,Saya kecewa dengan layanan garansi dari Epson.,Negatif
812,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
813,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
814,"Printer ini sering macet, saya kecewa.",Negatif
815,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
816,Printer Epson lebih hemat tinta dibanding HP.,Positif
817,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
818,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
819,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
820,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
821,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
822,Printer ini punya masalah dengan kecepatan cetak.,Negatif
823,Epson lebih mudah dirawat dibanding kompetitor.,Positif
824,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
825,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
826,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
827,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
828,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
829,Canon dan Epson memiliki kelebihan masing-masing.,Netral
830,Canon lebih awet dibanding Epson.,Negatif
831,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
832,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
833,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
834,Brother lebih hemat listrik dibanding Epson.,Negatif
835,"Printer ini sering macet, saya kecewa.",Negatif
836,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
837,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
838,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
839,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
